*****路线数目：1
*****路线1步骤数目：1
*****路线1路线长度：1562米
*****路线1步骤1关键坐标数目：18
[119.326965,26.076775]
[119.326912,26.077679]
[119.32682,26.079159]
[119.32682,26.079319]
[119.326775,26.080282]
[119.326729,26.081167]
[119.326729,26.081276]
[119.32666,26.082617]
[119.326637,26.082973]
[119.326591,26.084301]
[119.326591,26.084471]
[119.326546,26.084944]
[119.326538,26.085196]
[119.326462,26.087088]
[119.326408,26.08832]
[119.32634,26.089966]
[119.326324,26.090361]
[119.326317,26.090919]
